idx,task_id,0_count,1_count,2_count,3_count,total_count,0_share,1_share,2_share,3_share,agreement,quadkey,Unnamed: 0,geom,taskX,taskY,url,urlB
422,20-309496-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213311022,1073,"MULTIPOLYGON(((-73.7429809570312 18.1970652319701,-73.7426376342773 18.1970652319701,-73.7426376342773 18.196739079152,-73.7429809570312 18.196739079152,-73.7429809570312 18.1970652319701)))",309496,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309496&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309496/470371
423,20-309497-470369,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213311003,1072,"MULTIPOLYGON(((-73.7426376342773 18.1977175357755,-73.7422943115234 18.1977175357755,-73.7422943115234 18.197391384178,-73.7426376342773 18.197391384178,-73.7426376342773 18.1977175357755)))",309497,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309497&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309497/470369
424,20-309497-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213311021,1071,"MULTIPOLYGON(((-73.7426376342773 18.197391384178,-73.7422943115234 18.197391384178,-73.7422943115234 18.1970652319701,-73.7426376342773 18.1970652319701,-73.7426376342773 18.197391384178)))",309497,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309497&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309497/470370
425,20-309497-470371,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213311023,1070,"MULTIPOLYGON(((-73.7426376342773 18.1970652319701,-73.7422943115234 18.1970652319701,-73.7422943115234 18.196739079152,-73.7426376342773 18.196739079152,-73.7426376342773 18.1970652319701)))",309497,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309497&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309497/470371
426,20-309498-470369,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213311012,1069,"MULTIPOLYGON(((-73.7422943115234 18.1977175357755,-73.7419509887695 18.1977175357755,-73.7419509887695 18.197391384178,-73.7422943115234 18.197391384178,-73.7422943115234 18.1977175357755)))",309498,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309498&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309498/470369
427,20-309498-470370,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213311030,1068,"MULTIPOLYGON(((-73.7422943115234 18.197391384178,-73.7419509887695 18.197391384178,-73.7419509887695 18.1970652319701,-73.7422943115234 18.1970652319701,-73.7422943115234 18.197391384178)))",309498,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309498&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309498/470370
428,20-309498-470371,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213311032,1067,"MULTIPOLYGON(((-73.7422943115234 18.1970652319701,-73.7419509887695 18.1970652319701,-73.7419509887695 18.196739079152,-73.7422943115234 18.196739079152,-73.7422943115234 18.1970652319701)))",309498,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309498&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309498/470371
429,20-309499-470369,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213311013,1066,"MULTIPOLYGON(((-73.7419509887695 18.1977175357755,-73.7416076660156 18.1977175357755,-73.7416076660156 18.197391384178,-73.7419509887695 18.197391384178,-73.7419509887695 18.1977175357755)))",309499,470369,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309499&y=470369&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309499/470369
430,20-309499-470370,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213311031,1065,"MULTIPOLYGON(((-73.7419509887695 18.197391384178,-73.7416076660156 18.197391384178,-73.7416076660156 18.1970652319701,-73.7419509887695 18.1970652319701,-73.7419509887695 18.197391384178)))",309499,470370,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309499&y=470370&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309499/470370
431,20-309499-470371,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213311033,1064,"MULTIPOLYGON(((-73.7419509887695 18.1970652319701,-73.7416076660156 18.1970652319701,-73.7416076660156 18.196739079152,-73.7419509887695 18.196739079152,-73.7419509887695 18.1970652319701)))",309499,470371,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309499&y=470371&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309499/470371
432,20-309444-470372,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213200300,1063,"MULTIPOLYGON(((-73.7608337402344 18.196739079152,-73.7604904174805 18.196739079152,-73.7604904174805 18.1964129257235,-73.7608337402344 18.1964129257235,-73.7608337402344 18.196739079152)))",309444,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309444&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309444/470372
433,20-309444-470373,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213200302,1062,"MULTIPOLYGON(((-73.7608337402344 18.1964129257235,-73.7604904174805 18.1964129257235,-73.7604904174805 18.1960867716848,-73.7608337402344 18.1960867716848,-73.7608337402344 18.1964129257235)))",309444,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309444&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309444/470373
434,20-309444-470374,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213200320,1061,"MULTIPOLYGON(((-73.7608337402344 18.1960867716848,-73.7604904174805 18.1960867716848,-73.7604904174805 18.1957606170358,-73.7608337402344 18.1957606170358,-73.7608337402344 18.1960867716848)))",309444,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309444&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309444/470374
435,20-309445-470372,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213200301,1060,"MULTIPOLYGON(((-73.7604904174805 18.196739079152,-73.7601470947266 18.196739079152,-73.7601470947266 18.1964129257235,-73.7604904174805 18.1964129257235,-73.7604904174805 18.196739079152)))",309445,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309445&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309445/470372
436,20-309445-470373,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213200303,1059,"MULTIPOLYGON(((-73.7604904174805 18.1964129257235,-73.7601470947266 18.1964129257235,-73.7601470947266 18.1960867716848,-73.7604904174805 18.1960867716848,-73.7604904174805 18.1964129257235)))",309445,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309445&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309445/470373
437,20-309445-470374,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213200321,1058,"MULTIPOLYGON(((-73.7604904174805 18.1960867716848,-73.7601470947266 18.1960867716848,-73.7601470947266 18.1957606170358,-73.7604904174805 18.1957606170358,-73.7604904174805 18.1960867716848)))",309445,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309445&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309445/470374
438,20-309446-470372,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213200310,1057,"MULTIPOLYGON(((-73.7601470947266 18.196739079152,-73.7598037719727 18.196739079152,-73.7598037719727 18.1964129257235,-73.7601470947266 18.1964129257235,-73.7601470947266 18.196739079152)))",309446,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309446&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309446/470372
439,20-309446-470373,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213200312,1056,"MULTIPOLYGON(((-73.7601470947266 18.1964129257235,-73.7598037719727 18.1964129257235,-73.7598037719727 18.1960867716848,-73.7601470947266 18.1960867716848,-73.7601470947266 18.1964129257235)))",309446,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309446&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309446/470373
440,20-309446-470374,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213200330,1055,"MULTIPOLYGON(((-73.7601470947266 18.1960867716848,-73.7598037719727 18.1960867716848,-73.7598037719727 18.1957606170358,-73.7601470947266 18.1957606170358,-73.7601470947266 18.1960867716848)))",309446,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309446&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309446/470374
441,20-309447-470372,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213200311,1054,"MULTIPOLYGON(((-73.7598037719727 18.196739079152,-73.7594604492188 18.196739079152,-73.7594604492188 18.1964129257235,-73.7598037719727 18.1964129257235,-73.7598037719727 18.196739079152)))",309447,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309447&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309447/470372
442,20-309447-470373,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213200313,1053,"MULTIPOLYGON(((-73.7598037719727 18.1964129257235,-73.7594604492188 18.1964129257235,-73.7594604492188 18.1960867716848,-73.7598037719727 18.1960867716848,-73.7598037719727 18.1964129257235)))",309447,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309447&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309447/470373
443,20-309447-470374,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213200331,1052,"MULTIPOLYGON(((-73.7598037719727 18.1960867716848,-73.7594604492188 18.1960867716848,-73.7594604492188 18.1957606170358,-73.7598037719727 18.1957606170358,-73.7598037719727 18.1960867716848)))",309447,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309447&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309447/470374
444,20-309448-470372,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213201200,1051,"MULTIPOLYGON(((-73.7594604492188 18.196739079152,-73.7591171264648 18.196739079152,-73.7591171264648 18.1964129257235,-73.7594604492188 18.1964129257235,-73.7594604492188 18.196739079152)))",309448,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309448&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309448/470372
445,20-309448-470373,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213201202,1050,"MULTIPOLYGON(((-73.7594604492188 18.1964129257235,-73.7591171264648 18.1964129257235,-73.7591171264648 18.1960867716848,-73.7594604492188 18.1960867716848,-73.7594604492188 18.1964129257235)))",309448,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309448&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309448/470373
446,20-309448-470374,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201220,1049,"MULTIPOLYGON(((-73.7594604492188 18.1960867716848,-73.7591171264648 18.1960867716848,-73.7591171264648 18.1957606170358,-73.7594604492188 18.1957606170358,-73.7594604492188 18.1960867716848)))",309448,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309448&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309448/470374
447,20-309449-470372,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201201,1048,"MULTIPOLYGON(((-73.7591171264648 18.196739079152,-73.7587738037109 18.196739079152,-73.7587738037109 18.1964129257235,-73.7591171264648 18.1964129257235,-73.7591171264648 18.196739079152)))",309449,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309449&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309449/470372
448,20-309449-470373,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201203,1047,"MULTIPOLYGON(((-73.7591171264648 18.1964129257235,-73.7587738037109 18.1964129257235,-73.7587738037109 18.1960867716848,-73.7591171264648 18.1960867716848,-73.7591171264648 18.1964129257235)))",309449,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309449&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309449/470373
449,20-309449-470374,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213201221,1046,"MULTIPOLYGON(((-73.7591171264648 18.1960867716848,-73.7587738037109 18.1960867716848,-73.7587738037109 18.1957606170358,-73.7591171264648 18.1957606170358,-73.7591171264648 18.1960867716848)))",309449,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309449&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309449/470374
450,20-309450-470372,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213201210,1045,"MULTIPOLYGON(((-73.7587738037109 18.196739079152,-73.758430480957 18.196739079152,-73.758430480957 18.1964129257235,-73.7587738037109 18.1964129257235,-73.7587738037109 18.196739079152)))",309450,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309450&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309450/470372
451,20-309450-470373,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201212,1044,"MULTIPOLYGON(((-73.7587738037109 18.1964129257235,-73.758430480957 18.1964129257235,-73.758430480957 18.1960867716848,-73.7587738037109 18.1960867716848,-73.7587738037109 18.1964129257235)))",309450,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309450&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309450/470373
452,20-309450-470374,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201230,1043,"MULTIPOLYGON(((-73.7587738037109 18.1960867716848,-73.758430480957 18.1960867716848,-73.758430480957 18.1957606170358,-73.7587738037109 18.1957606170358,-73.7587738037109 18.1960867716848)))",309450,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309450&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309450/470374
453,20-309451-470372,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201211,1042,"MULTIPOLYGON(((-73.758430480957 18.196739079152,-73.7580871582031 18.196739079152,-73.7580871582031 18.1964129257235,-73.758430480957 18.1964129257235,-73.758430480957 18.196739079152)))",309451,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309451&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309451/470372
454,20-309451-470373,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213201213,1041,"MULTIPOLYGON(((-73.758430480957 18.1964129257235,-73.7580871582031 18.1964129257235,-73.7580871582031 18.1960867716848,-73.758430480957 18.1960867716848,-73.758430480957 18.1964129257235)))",309451,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309451&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309451/470373
455,20-309451-470374,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213201231,1040,"MULTIPOLYGON(((-73.758430480957 18.1960867716848,-73.7580871582031 18.1960867716848,-73.7580871582031 18.1957606170358,-73.758430480957 18.1957606170358,-73.758430480957 18.1960867716848)))",309451,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309451&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309451/470374
456,20-309452-470372,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201300,1039,"MULTIPOLYGON(((-73.7580871582031 18.196739079152,-73.7577438354492 18.196739079152,-73.7577438354492 18.1964129257235,-73.7580871582031 18.1964129257235,-73.7580871582031 18.196739079152)))",309452,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309452&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309452/470372
457,20-309452-470373,1,1,0,0,2,0.5,0.5,0.0,0.0,0.0,03221031320213201302,1038,"MULTIPOLYGON(((-73.7580871582031 18.1964129257235,-73.7577438354492 18.1964129257235,-73.7577438354492 18.1960867716848,-73.7580871582031 18.1960867716848,-73.7580871582031 18.1964129257235)))",309452,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309452&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309452/470373
458,20-309452-470374,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201320,1037,"MULTIPOLYGON(((-73.7580871582031 18.1960867716848,-73.7577438354492 18.1960867716848,-73.7577438354492 18.1957606170358,-73.7580871582031 18.1957606170358,-73.7580871582031 18.1960867716848)))",309452,470374,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309452&y=470374&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309452/470374
459,20-309453-470372,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201301,1457,"MULTIPOLYGON(((-73.7577438354492 18.196739079152,-73.7574005126953 18.196739079152,-73.7574005126953 18.1964129257235,-73.7577438354492 18.1964129257235,-73.7577438354492 18.196739079152)))",309453,470372,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309453&y=470372&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309453/470372
460,20-309453-470373,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,03221031320213201303,1456,"MULTIPOLYGON(((-73.7577438354492 18.1964129257235,-73.7574005126953 18.1964129257235,-73.7574005126953 18.1960867716848,-73.7577438354492 18.1960867716848,-73.7577438354492 18.1964129257235)))",309453,470373,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309453&y=470373&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309453/470373
